,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.68,0.03,0.69,0.83,0.77,0.75,0.97,0.86,0.82,0.85,0.85,0.69
emulemorph.csv,1.0,0.99,1.0,0.0,1.0,1.0,0.54,0.95,0.96,0.69,1.01,0.9
fulguro.csv,0.77,0.88,0.97,1.0,0.74,0.72,0.89,0.95,0.98,0.78,0.0,0.74
fw4spl.csv,0.69,0.83,0.06,0.75,0.9,0.7,0.67,0.87,0.98,0.63,0.75,0.89
gnome-jabber.csv,0.68,0.72,0.61,0.6,0.51,0.53,0.69,0.4,0.89,0.86,0.55,0.82
ipfilter.csv,0.86,0.8,0.75,0.98,0.6,0.88,0.6,1.01,0.0,0.66,0.89,0.84
ipfire-wall.csv,0.66,0.78,0.78,0.87,0.03,0.63,0.89,0.88,0.59,0.85,0.58,0.81
libmesh.csv,0.72,0.75,0.73,0.52,0.84,0.16,1.0,0.81,0.47,0.72,0.66,1.01
rockbox.csv,0.72,0.69,0.65,1.02,0.72,0.82,0.97,0.78,0.91,0.88,0.64,0.0
soar.csv,0.76,0.65,0.77,0.66,0.94,0.64,0.05,0.7,0.58,0.59,0.96,0.7
tencompetence.csv,0.75,0.89,0.92,0.65,0.67,0.77,0.66,0.97,0.89,0.04,0.5,0.65
xbrlapi.csv,0.03,0.69,0.74,0.87,0.57,0.75,0.74,0.88,0.87,0.66,0.65,0.65
