,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.0,0.0,17.0,28.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0
emulemorph.csv,81.0,0.0,369.0,0.0,54.0,71.0,0.0,3.0,0.0,0.0,89.0,2.0
fulguro.csv,0.0,4.0,40.0,109.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fw4spl.csv,0.0,5.0,0.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0
gnome-jabber.csv,0.0,2.0,40.0,17.0,5.0,0.0,1.0,2.0,1.0,0.0,5.0,13.0
ipfilter.csv,0.0,5.0,43.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0
ipfire-wall.csv,0.0,0.0,20.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
libmesh.csv,0.0,5.0,46.0,2.0,13.0,0.0,0.0,3.0,0.0,0.0,2.0,11.0
rockbox.csv,0.0,0.0,16.0,109.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0
soar.csv,0.0,0.0,49.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0
tencompetence.csv,0.0,1.0,31.0,30.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
xbrlapi.csv,0.0,4.0,9.0,54.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,4.0
