,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.42,0.44,0.4,0.4,0.4,0.52,0.0,0.5,0.33,0.49,0.4,0.41
emulemorph.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.73,0.96,0.5,0.99,0.88,0.75
fulguro.csv,0.92,0.97,0.98,0.89,0.91,0.93,0.89,0.8,0.0,0.98,0.91,0.83
fw4spl.csv,0.61,0.56,0.98,0.69,0.59,0.76,0.65,0.78,0.71,0.8,0.59,0.69
gnome-jabber.csv,0.49,0.54,0.59,0.46,0.48,0.64,0.31,0.52,0.59,0.54,0.6,0.49
ipfilter.csv,0.41,0.59,0.48,0.42,0.64,0.52,0.41,0.57,0.43,0.52,0.46,0.54
ipfire-wall.csv,0.54,0.76,0.91,0.65,0.58,0.63,0.37,0.91,0.5,0.82,0.71,0.8
libmesh.csv,0.68,0.71,0.79,0.59,0.76,0.89,0.36,0.98,0.58,0.7,0.79,0.94
rockbox.csv,0.55,0.7,0.48,0.96,0.62,0.62,0.67,0.41,0.5,0.68,0.66,0.47
soar.csv,0.44,0.67,0.53,0.67,0.59,0.71,0.55,0.79,0.68,0.63,0.68,0.67
tencompetence.csv,0.73,0.94,0.85,0.57,0.89,0.57,0.41,0.67,0.8,0.62,0.74,0.67
xbrlapi.csv,0.52,0.73,0.64,0.6,0.57,0.61,0.65,0.64,0.77,0.89,0.52,0.67
