,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.46,0.99,0.64,0.48,0.56,0.58,0.04,0.47,0.51,0.26,0.47,0.69
emulemorph.csv,0.0,0.01,0.0,1.0,0.0,0.0,0.56,0.28,0.05,0.38,0.0,0.13
fulguro.csv,0.28,0.19,0.05,0.0,0.32,0.41,0.16,0.06,0.02,0.29,1.0,0.3
fw4spl.csv,0.53,0.49,0.95,0.49,0.4,0.57,0.56,0.45,0.34,0.57,0.54,0.41
gnome-jabber.csv,0.6,0.48,0.56,0.69,0.72,0.62,0.61,0.88,0.37,0.46,0.76,0.51
ipfilter.csv,0.44,0.51,0.56,0.09,0.57,0.41,0.62,0.0,1.0,0.67,0.4,0.48
ipfire-wall.csv,0.44,0.26,0.27,0.2,0.99,0.61,0.4,0.15,0.46,0.2,0.49,0.25
libmesh.csv,0.48,0.48,0.43,0.74,0.31,0.88,0.0,0.45,0.66,0.57,0.48,0.13
rockbox.csv,0.41,0.38,0.55,0.0,0.42,0.3,0.04,0.36,0.35,0.21,0.48,1.0
soar.csv,0.53,0.46,0.52,0.51,0.3,0.49,0.97,0.35,0.5,0.61,0.21,0.48
tencompetence.csv,0.41,0.13,0.2,0.52,0.38,0.46,0.59,0.04,0.13,0.98,0.58,0.42
xbrlapi.csv,0.98,0.42,0.35,0.35,0.58,0.51,0.38,0.25,0.2,0.45,0.48,0.42
