,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.32,0.77,0.73,0.61,0.7,0.65,0.73,0.51,0.98,0.69,0.57
google-gears.csv,0.78,0.91,0.87,0.74,0.97,0.7,0.86,1.0,0.66,0.67,0.74
grafx2.csv,0.51,1.0,0.46,0.46,0.73,0.59,0.61,0.56,0.57,0.61,0.64
kmess.csv,0.5,0.79,0.91,0.17,0.76,0.59,1.0,0.37,0.57,0.52,0.62
megameknet.csv,0.48,0.67,0.55,0.26,0.58,0.96,0.49,0.54,0.69,0.45,0.11
minig.csv,0.66,0.65,0.79,1.0,0.91,0.68,0.78,0.6,0.48,0.53,0.87
ns-3.csv,1.0,0.84,0.82,0.67,0.82,0.75,0.72,0.85,0.66,0.82,0.81
omseek.csv,0.08,0.12,0.12,0.37,1.0,0.36,0.1,0.08,0.56,0.44,0.06
quickfast.csv,0.76,0.88,0.89,0.7,0.76,0.77,0.81,0.74,0.72,0.74,1.0
sylpheed-claws.csv,0.56,0.51,0.99,0.54,0.64,0.72,0.46,0.52,0.69,0.71,0.7
xamj.csv,0.79,0.98,0.76,0.78,0.91,0.93,0.78,0.77,0.9,1.0,0.79
