,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.29,0.47,0.51,0.42,0.46,0.26,0.69,0.46,0.03,0.48,0.22
google-gears.csv,0.73,0.74,0.55,0.53,0.91,0.24,0.82,0.0,0.62,0.38,0.78
grafx2.csv,0.31,0.0,0.26,0.23,0.52,0.22,0.45,0.51,0.55,0.26,0.22
kmess.csv,0.43,0.68,0.88,0.14,0.54,0.37,0.0,0.43,0.45,0.22,0.47
megameknet.csv,0.52,0.58,0.41,0.19,0.57,0.0,0.56,0.62,0.77,0.26,0.09
minig.csv,0.44,0.26,0.72,0.0,0.46,0.29,0.69,0.51,0.41,0.3,0.66
ns-3.csv,0.0,0.89,0.59,0.67,0.71,0.67,0.65,0.78,0.46,0.78,0.62
omseek.csv,0.05,0.42,0.02,0.44,0.0,0.68,0.04,0.0,0.52,0.46,0.06
quickfast.csv,0.56,0.97,0.97,0.41,0.65,0.45,0.8,0.46,0.56,0.43,0.0
sylpheed-claws.csv,0.39,0.29,0.0,0.48,0.47,0.5,0.27,0.32,0.45,0.33,0.31
xamj.csv,0.85,0.97,0.7,0.77,0.71,0.84,0.76,0.57,0.83,0.0,0.59
