,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.69,0.65,0.57,0.46,0.16,0.42,0.64,0.78,0.97,0.38,0.79
google-gears.csv,0.68,0.58,0.59,0.45,0.12,0.45,0.64,1.0,0.48,0.43,0.58
grafx2.csv,0.77,1.0,0.61,0.54,0.15,0.44,0.7,0.77,0.47,0.5,0.81
kmess.csv,0.7,0.57,0.49,0.42,0.15,0.32,1.0,0.73,0.52,0.5,0.66
megameknet.csv,0.65,0.57,0.55,0.44,0.11,0.99,0.6,0.73,0.43,0.43,0.62
minig.csv,0.75,0.74,0.5,1.0,0.2,0.41,0.66,0.79,0.5,0.44,0.66
ns-3.csv,1.0,0.51,0.56,0.37,0.12,0.25,0.65,0.77,0.55,0.31,0.66
omseek.csv,0.75,0.24,0.87,0.33,1.0,0.13,0.82,1.0,0.48,0.29,0.6
quickfast.csv,0.73,0.51,0.46,0.5,0.13,0.33,0.63,0.83,0.52,0.42,1.0
sylpheed-claws.csv,0.74,0.67,1.0,0.4,0.14,0.3,0.74,0.84,0.57,0.48,0.77
xamj.csv,0.65,0.53,0.5,0.37,0.14,0.24,0.63,0.81,0.48,1.0,0.66
