,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.36,0.71,0.66,0.6,0.66,0.67,0.57,0.52,0.98,0.65,0.6
google-gears.csv,0.57,0.61,0.73,0.66,0.33,0.71,0.49,1.0,0.58,0.66,0.5
grafx2.csv,0.54,1.0,0.5,0.5,0.66,0.62,0.6,0.54,0.54,0.63,0.66
kmess.csv,0.51,0.61,0.39,0.2,0.67,0.6,1.0,0.4,0.57,0.56,0.6
megameknet.csv,0.48,0.6,0.56,0.3,0.54,0.97,0.48,0.5,0.49,0.49,0.13
minig.csv,0.64,0.67,0.58,1.0,0.8,0.69,0.6,0.57,0.5,0.56,0.66
ns-3.csv,1.0,0.36,0.68,0.56,0.6,0.6,0.59,0.54,0.63,0.53,0.66
omseek.csv,0.1,0.14,0.15,0.4,1.0,0.35,0.12,0.1,0.54,0.46,0.07
quickfast.csv,0.66,0.13,0.13,0.67,0.62,0.71,0.5,0.69,0.64,0.7,1.0
sylpheed-claws.csv,0.57,0.54,0.99,0.54,0.61,0.66,0.5,0.55,0.66,0.7,0.7
xamj.csv,0.43,0.13,0.58,0.53,0.64,0.47,0.54,0.66,0.48,1.0,0.67
