,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,4.0,7.0,1.0,8.0,17.0,1.0,1.0,0.0,0.0,12.0,1.0
google-gears.csv,0.0,1.0,4.0,3.0,81.0,4.0,0.0,0.0,11.0,9.0,6.0
grafx2.csv,0.0,0.0,0.0,2.0,50.0,8.0,0.0,0.0,5.0,9.0,0.0
kmess.csv,0.0,2.0,3.0,1.0,53.0,5.0,0.0,0.0,0.0,0.0,2.0
megameknet.csv,0.0,2.0,0.0,1.0,69.0,0.0,1.0,0.0,5.0,4.0,1.0
minig.csv,0.0,0.0,3.0,0.0,19.0,0.0,4.0,0.0,0.0,17.0,1.0
ns-3.csv,0.0,2.0,2.0,17.0,63.0,5.0,1.0,0.0,0.0,0.0,1.0
omseek.csv,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,20.0,0.0
quickfast.csv,0.0,2.0,3.0,4.0,53.0,4.0,0.0,1.0,3.0,5.0,0.0
sylpheed-claws.csv,0.0,5.0,0.0,12.0,19.0,3.0,0.0,1.0,1.0,7.0,1.0
xamj.csv,0.0,2.0,4.0,1.0,48.0,5.0,1.0,0.0,0.0,0.0,1.0
