,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.34,0.47,0.47,0.38,0.4,0.42,0.42,0.41,0.39,0.4,0.46,0.44,0.74,0.43
encog-cs.csv,0.58,0.46,0.68,0.47,0.44,0.41,0.4,0.52,0.63,0.54,0.63,0.46,0.35,0.43
extprosys.csv,0.33,0.57,0.77,0.38,0.37,0.36,0.46,0.56,0.4,0.44,0.51,0.45,0.5,0.41
intact.csv,0.57,0.37,0.78,0.52,0.56,0.76,0.56,0.74,0.58,0.53,0.65,0.75,0.64,0.89
japano.csv,0.31,0.42,0.51,0.39,0.39,0.35,0.47,0.49,0.41,0.4,0.44,0.41,0.35,0.38
lockss.csv,0.86,0.5,0.93,0.94,0.9,0.9,0.89,0.94,0.96,0.9,0.88,0.89,0.75,0.0
officefloor.csv,0.9,0.78,0.53,0.41,0.78,0.63,0.43,0.56,0.67,0.85,0.97,0.55,0.67,0.39
opennms.csv,0.94,0.92,0.95,0.95,0.78,0.9,0.63,0.91,0.94,0.92,0.99,0.91,0.86,0.5
primefaces.csv,0.42,0.55,0.48,0.48,0.53,0.41,0.39,0.48,0.6,0.97,0.65,0.46,0.41,0.34
rohxel.csv,0.42,0.44,0.63,0.4,0.42,0.43,0.44,0.54,0.37,0.42,0.5,0.45,0.38,0.41
roolo.csv,0.9,0.83,0.88,0.86,0.94,0.9,0.0,0.94,0.97,0.94,0.9,0.89,0.91,0.8
sevenupdate.csv,0.31,0.47,0.5,0.36,0.39,0.37,0.75,0.49,0.93,0.47,0.5,0.8,0.55,0.47
web-cat.csv,0.72,0.75,0.96,0.63,0.71,0.85,0.7,0.97,0.94,0.82,0.88,0.69,0.59,0.58
