,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.82,0.84,0.69,0.07,0.76,0.58,0.69,0.85,0.77,0.87,0.96,0.71,0.64,0.83
encog-cs.csv,0.45,0.89,0.61,0.76,0.82,0.79,1.01,0.89,0.05,0.7,0.8,0.85,0.93,0.89
extprosys.csv,0.93,0.76,0.11,0.93,0.92,0.94,0.76,0.9,0.92,0.89,0.92,0.9,0.71,0.95
intact.csv,1.09,0.54,0.63,0.65,0.68,0.03,0.8,0.6,0.69,0.7,0.59,0.85,0.85,0.75
japano.csv,0.99,1.01,0.58,0.8,0.97,0.91,0.43,0.0,0.79,0.98,0.95,1.0,0.91,0.74
lockss.csv,1.0,0.99,0.91,0.86,0.93,0.94,0.77,0.89,0.84,0.05,0.99,0.65,0.85,0.95
officefloor.csv,1.0,0.66,0.87,0.87,0.71,0.78,0.93,0.79,0.95,0.86,0.21,0.77,0.69,0.78
opennms.csv,1.01,0.79,0.84,0.85,0.04,0.91,0.79,0.91,0.84,0.82,0.72,0.71,0.94,0.95
primefaces.csv,0.63,1.02,0.96,0.63,0.73,0.84,0.78,1.02,0.83,0.94,0.83,0.92,0.04,0.69
rohxel.csv,0.62,1.0,0.72,0.76,0.79,0.74,0.0,0.69,0.92,0.74,0.77,0.9,0.81,0.91
roolo.csv,1.0,0.91,0.91,0.93,0.95,0.94,1.0,0.86,0.78,0.69,0.85,0.1,0.84,0.9
sevenupdate.csv,1.39,0.0,0.95,1.0,0.77,0.85,0.9,1.0,0.78,0.61,0.89,0.87,0.79,0.99
web-cat.csv,1.05,0.79,0.84,0.81,0.77,0.71,0.77,0.76,0.9,0.81,0.92,0.72,0.83,0.0
