,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,62.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,319.0,4.0,0.0,1.0
encog-cs.csv,37.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,321.0,0.0,1.0,1.0
extprosys.csv,76.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,318.0,0.0,2.0,1.0
intact.csv,104.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,6.0,79.0,6.0,2.0,0.0
japano.csv,80.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,6.0,281.0,0.0,2.0,1.0
lockss.csv,104.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,383.0,0.0,1.0,0.0
officefloor.csv,104.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0
opennms.csv,104.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,68.0,0.0,2.0,0.0
primefaces.csv,44.0,0.0,2.0,0.0,10.0,6.0,1.0,0.0,20.0,25.0,313.0,6.0,0.0,0.0
rohxel.csv,45.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,15.0,254.0,0.0,2.0,4.0
roolo.csv,104.0,1.0,0.0,0.0,6.0,5.0,49.0,0.0,8.0,2.0,293.0,0.0,2.0,0.0
sevenupdate.csv,104.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,3.0,7.0,323.0,7.0,0.0,9.0
web-cat.csv,104.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,163.0,2.0,1.0,0.0
