,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,1.0
libtorrent.csv,0.65,0.99,0.65,0.25,0.91,0.05
moviesandbox.csv,0.96,0.32,0.57,0.19,0.83,0.11
sigil.csv,0.72,0.53,0.97,0.24,0.85,0.07
xbg.csv,0.0,0.2,0.04,1.0,0.05,0.2
xtreemfs.csv,0.67,0.66,0.71,0.15,1.0,0.06
