,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,78.0,114.0,88.0,62.0,384.0,0.0
libtorrent.csv,1.0,0.0,6.0,8.0,5.0,64.0
moviesandbox.csv,0.0,0.0,4.0,9.0,2.0,18.0
sigil.csv,1.0,0.0,0.0,4.0,1.0,26.0
xbg.csv,78.0,0.0,0.0,0.0,0.0,6.0
xtreemfs.csv,0.0,0.0,1.0,3.0,0.0,49.0
