,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0
libtorrent.csv,0.69,0.06,0.54,0.76,0.93,0.96
moviesandbox.csv,0.0,0.17,0.38,0.2,0.1,0.3
sigil.csv,0.43,0.06,0.0,0.13,0.18,0.47
xbg.csv,0.0,0.0,0.0,0.0,0.03,0.06
xtreemfs.csv,0.54,0.33,0.11,0.07,0.02,0.57
