,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,0.0
libtorrent.csv,0.73,0.06,0.63,0.77,0.93,0.96
moviesandbox.csv,0.07,0.82,0.63,0.78,0.29,0.45
sigil.csv,0.5,0.64,0.06,0.76,0.3,0.57
xbg.csv,1.0,0.89,0.98,0.0,0.98,0.67
xtreemfs.csv,0.61,0.58,0.42,0.88,0.02,0.66
