,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.37,0.81,0.5,0.0,0.26,0.45,0.72,0.62,0.38,0.87
firebird.csv,0.0,0.14,0.48,0.4,0.53,0.46,0.33,0.41,0.31,0.4
fmri-dmt.csv,0.11,0.0,0.15,0.09,0.08,0.03,0.04,0.08,0.07,0.0
htmlunit.csv,0.09,0.05,0.16,0.08,0.2,0.01,0.11,0.03,0.02,0.27
monetdb.csv,0.3,0.1,0.46,0.33,0.57,0.11,0.22,0.44,0.0,0.27
ontomorphtab.csv,0.54,0.0,0.77,0.66,0.68,0.56,0.7,0.72,0.64,0.82
smarttag.csv,0.15,0.05,0.15,0.14,0.16,0.05,0.07,0.03,0.07,0.15
taokgame.csv,0.02,0.62,0.0,0.66,0.11,0.03,0.06,0.77,0.05,0.42
webdriver.csv,0.18,0.14,0.26,0.4,0.11,0.21,0.0,0.46,0.11,0.19
xbplayer.csv,0.19,0.05,0.3,0.17,0.01,0.11,0.15,0.05,0.09,0.13
