,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.59,0.6,0.13,0.99,0.27,0.35,0.47,0.2,0.37,0.07
firebird.csv,1.0,0.73,0.13,0.44,0.38,0.37,0.65,0.27,0.47,0.11
fmri-dmt.csv,0.51,1.0,0.08,0.36,0.3,0.67,0.71,0.0,0.36,1.0
htmlunit.csv,0.63,0.88,0.07,0.57,0.49,0.99,0.62,0.0,0.6,0.11
monetdb.csv,0.64,0.71,0.21,0.45,0.3,0.65,0.62,0.29,1.0,0.06
ontomorphtab.csv,0.52,1.0,0.12,0.4,0.37,0.36,0.49,0.32,0.33,0.11
smarttag.csv,0.52,0.86,0.0,0.49,0.5,0.55,0.56,0.93,0.42,0.1
taokgame.csv,0.62,0.67,1.0,0.33,0.52,0.0,0.7,0.27,0.29,0.1
webdriver.csv,0.68,0.82,0.28,0.4,0.41,0.42,1.0,0.31,0.65,0.08
xbplayer.csv,0.7,0.89,0.07,0.54,0.98,0.67,0.71,0.33,0.59,0.2
