,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.53,0.67,0.21,0.97,0.24,0.42,0.58,0.27,0.41,0.12
firebird.csv,0.98,0.35,0.22,0.49,0.49,0.46,0.69,0.33,0.53,0.18
fmri-dmt.csv,0.17,0.29,0.09,0.14,0.12,0.2,0.19,0.0,0.14,0.91
htmlunit.csv,0.23,0.33,0.08,0.28,0.44,0.96,0.33,0.0,0.12,0.16
monetdb.csv,0.57,0.24,0.34,0.46,0.38,0.53,0.52,0.37,1.0,0.08
ontomorphtab.csv,0.53,1.0,0.22,0.53,0.51,0.47,0.62,0.47,0.44,0.19
smarttag.csv,0.23,0.29,0.0,0.32,0.42,0.21,0.19,0.93,0.17,0.12
taokgame.csv,0.06,0.7,1.0,0.42,0.35,0.0,0.25,0.4,0.07,0.17
webdriver.csv,0.47,0.54,0.41,0.43,0.24,0.37,0.99,0.4,0.51,0.11
xbplayer.csv,0.51,0.36,0.11,0.43,0.99,0.57,0.55,0.12,0.38,0.25
