,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.38,0.35,0.59,0.52,0.9,0.0,0.86,0.69,0.82,0.74
aime.csv,0.75,0.49,0.98,0.98,0.92,0.89,0.74,0.94,0.88,0.82
badtrinitycore.csv,0.86,0.89,0.98,0.98,0.62,0.53,0.74,0.94,0.65,0.65
electric-core.csv,0.43,0.5,0.83,0.45,0.49,0.56,0.56,0.89,0.48,0.57
geochat.csv,0.92,0.54,0.93,0.98,0.9,0.75,0.92,0.62,0.8,0.86
mumble.csv,0.33,0.31,0.53,0.55,0.73,0.53,0.6,0.51,0.53,0.62
olsrd.csv,0.33,0.4,0.37,0.37,0.44,0.47,0.42,0.42,0.46,0.54
silvertree.csv,0.55,0.88,0.85,0.98,0.93,0.58,0.54,0.79,0.67,0.93
skia.csv,0.35,0.79,0.88,0.53,0.52,0.69,0.78,0.8,0.61,0.71
t-2.csv,0.74,0.97,0.94,0.85,0.89,0.56,0.67,0.99,0.62,0.47
