,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.85,0.1,0.73,0.73,0.58,0.91,0.66,0.77,0.92,0.9,0.85
avisynth2.csv,0.98,1.0,0.99,1.0,1.0,0.0,1.0,0.99,1.0,1.0,1.0
coot.csv,0.67,0.78,0.5,0.47,0.67,0.61,0.68,0.61,0.51,0.0,0.74
dsworkbench.csv,0.02,0.57,0.69,0.64,0.72,1.13,0.77,0.94,0.58,0.91,0.84
freelords.csv,0.9,0.81,0.01,0.68,0.86,0.79,0.82,0.73,0.59,0.75,0.74
gephex.csv,0.94,0.78,0.57,0.57,0.69,1.15,0.03,0.86,0.53,0.75,0.64
jas.csv,0.98,0.85,0.89,1.0,1.0,1.0,0.95,0.92,0.0,0.93,0.83
jpaul.csv,0.62,0.97,0.97,0.0,0.72,0.67,0.96,0.82,0.58,0.93,0.97
ngl.csv,0.71,0.7,0.62,0.51,0.7,0.48,0.78,0.02,0.73,0.62,0.67
scenemonitor.csv,0.66,0.65,0.78,0.64,0.0,0.26,0.73,0.6,0.63,0.83,0.75
synecdoche.csv,0.74,0.83,0.74,0.88,0.81,1.01,0.79,0.78,0.91,0.85,0.03
