,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.75,0.98,0.88,0.42,0.6,0.03,0.72,0.52,0.03,0.35,0.38
avisynth2.csv,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
coot.csv,0.86,0.51,0.84,0.53,0.41,0.07,0.66,0.61,0.1,1.0,0.38
dsworkbench.csv,1.0,0.79,0.8,0.41,0.55,0.0,0.72,0.31,0.1,0.44,0.33
freelords.csv,0.74,0.53,1.0,0.33,0.39,0.06,0.59,0.54,0.09,0.5,0.4
gephex.csv,0.76,0.57,0.9,0.38,0.41,0.0,1.0,0.52,0.1,0.54,0.47
jas.csv,1.0,0.75,0.75,0.0,0.0,0.0,0.5,0.48,1.0,0.5,0.56
jpaul.csv,0.82,1.0,0.5,1.0,0.55,0.17,1.0,0.55,0.09,0.38,0.33
ngl.csv,0.76,0.56,0.79,0.42,0.39,0.09,0.58,0.99,0.06,0.58,0.45
scenemonitor.csv,0.8,0.6,0.73,0.37,1.0,0.16,0.63,0.61,0.08,0.48,0.37
synecdoche.csv,0.93,0.83,0.74,0.5,0.32,0.0,0.64,0.52,0.03,0.67,1.0
