,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.81,0.02,0.11,0.17,0.19,0.61,0.27,0.31,0.27,0.35,0.19
avisynth2.csv,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
coot.csv,0.19,0.38,0.36,0.22,0.5,0.61,0.56,0.39,0.44,0.0,0.53
dsworkbench.csv,0.0,0.15,0.25,0.24,0.16,0.53,0.17,0.25,0.3,0.14,0.28
freelords.csv,0.88,0.75,0.0,0.63,0.84,0.79,0.73,0.63,0.58,0.59,0.65
gephex.csv,0.94,0.75,0.14,0.39,0.62,0.56,0.0,0.82,0.37,0.7,0.6
jas.csv,0.0,0.06,0.11,0.02,0.03,0.0,0.1,0.1,0.0,0.08,0.09
jpaul.csv,0.31,0.0,0.11,0.0,0.16,0.08,0.0,0.19,0.44,0.14,0.05
ngl.csv,0.5,0.44,0.39,0.37,0.44,0.34,0.49,0.01,0.38,0.51,0.37
scenemonitor.csv,0.62,0.4,0.71,0.63,0.0,0.26,0.63,0.49,0.58,0.76,0.51
synecdoche.csv,0.06,0.04,0.36,0.05,0.41,0.16,0.24,0.31,0.24,0.08,0.0
