,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,2.0,14.0,0.0,490.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,183.0,0.0
apolloplayer.csv,35.0,0.0,0.0,198.0,0.0,0.0,23.0,3.0,0.0,27.0,0.0,26.0,1.0
auber.csv,32.0,0.0,0.0,378.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,42.0,1.0
irrlicht.csv,9.0,0.0,0.0,379.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,1.0
k3d.csv,5.0,2.0,1.0,490.0,3.0,0.0,3.0,0.0,0.0,44.0,0.0,55.0,3.0
nug.csv,6.0,0.0,1.0,490.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,183.0,0.0
owlapi.csv,2.0,8.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,183.0,1.0
ppcboot.csv,9.0,0.0,0.0,379.0,2.0,0.0,59.0,0.0,0.0,47.0,0.0,42.0,1.0
red5.csv,7.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,33.0,1.0
redshell.csv,8.0,0.0,0.0,490.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,28.0,1.0
utgb.csv,9.0,2.0,3.0,490.0,1.0,0.0,11.0,1.0,0.0,8.0,0.0,12.0,0.0
xreal.csv,7.0,6.0,8.0,490.0,1.0,0.0,33.0,0.0,0.0,23.0,0.0,0.0,1.0
