,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.64,0.05,0.43,0.0,0.24,0.19,0.24,0.25,0.44,0.61,0.39,0.0,0.29
apolloplayer.csv,0.45,0.72,0.59,0.75,0.53,0.47,0.68,0.44,0.37,0.47,0.59,0.78,0.66
auber.csv,0.41,0.13,0.36,0.0,0.0,0.0,0.42,0.43,0.53,0.05,0.44,0.05,0.78
irrlicht.csv,0.05,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.64,0.51,0.0
k3d.csv,0.54,0.15,0.21,0.0,0.53,0.15,0.83,0.46,0.52,0.25,0.26,0.43,0.39
nug.csv,0.52,0.25,0.78,0.0,0.35,0.07,0.66,0.54,0.33,0.1,0.29,0.0,0.4
owlapi.csv,0.74,0.29,0.38,0.97,0.48,0.48,0.39,0.19,0.61,0.79,0.46,0.0,0.35
ppcboot.csv,0.05,0.3,0.13,0.0,0.13,0.39,0.5,0.61,0.6,0.0,0.24,0.0,0.42
red5.csv,0.48,0.56,0.54,0.96,0.7,0.47,0.24,0.7,0.42,0.74,0.51,0.51,0.45
redshell.csv,0.3,0.37,0.42,0.0,0.54,0.73,0.53,0.48,0.55,0.4,0.53,0.43,0.5
utgb.csv,0.39,0.46,0.07,0.0,0.68,0.26,0.12,0.3,0.18,0.05,0.37,0.45,0.23
xreal.csv,0.1,0.2,0.07,0.0,0.45,0.27,0.39,0.46,0.21,0.1,0.23,1.0,0.01
