,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.18,0.05,0.2,0.16,0.16,0.48,0.37,0.1,0.96,0.75,0.16,0.13,0.6
badtrinity-zero.csv,0.53,0.68,0.95,0.59,0.38,0.48,0.68,0.71,0.52,0.75,0.54,0.52,0.8
betoffice.csv,0.53,0.84,0.56,0.71,0.93,0.57,0.58,0.35,0.48,0.38,0.54,0.9,0.6
exordium.csv,0.12,0.0,0.08,0.13,0.2,0.52,0.84,0.35,0.24,0.5,0.2,0.13,0.8
fltk.csv,0.41,0.0,0.39,0.99,0.51,0.7,0.84,0.8,0.32,0.88,0.49,0.23,0.8
gabel.csv,0.0,0.0,0.01,0.01,0.11,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.2
genoviz.csv,0.0,0.0,0.03,0.01,0.0,0.04,0.11,0.0,0.0,0.0,0.01,0.03,1.0
irrlicht.csv,0.94,0.68,0.72,0.8,0.11,0.39,0.84,0.96,0.88,0.75,1.0,0.87,0.8
nug.csv,0.94,0.05,0.15,0.14,0.27,0.52,0.58,0.45,0.52,0.75,0.47,0.68,0.8
rezilla.csv,0.59,0.95,0.67,0.7,0.73,0.78,0.42,0.63,0.56,0.5,0.53,0.35,0.8
toped.csv,0.94,0.37,0.41,0.87,0.16,0.7,0.89,1.0,0.64,0.75,0.87,0.71,1.0
xmemcached.csv,0.12,0.05,0.23,0.4,0.36,0.96,0.53,0.61,0.4,0.5,0.24,0.74,1.0
zoolib.csv,0.12,0.05,0.11,0.3,0.0,0.22,0.37,0.39,0.12,0.38,0.37,0.87,0.4
