,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.84,0.95,0.82,0.86,0.87,0.61,0.64,0.96,0.04,0.41,0.85,0.89,0.58
badtrinity-zero.csv,0.67,0.44,0.05,0.63,0.76,0.55,0.55,0.44,0.59,0.46,0.63,0.65,0.67
betoffice.csv,0.59,0.99,0.9,0.73,0.07,0.67,0.75,1.01,0.91,0.99,0.74,0.76,0.68
exordium.csv,0.88,1.0,0.93,0.87,0.87,0.48,0.16,0.78,0.78,0.55,0.81,0.88,0.47
fltk.csv,0.71,1.0,0.67,0.01,0.76,0.38,0.56,0.59,0.78,0.42,0.59,0.79,0.61
gabel.csv,1.0,1.0,0.99,0.99,0.91,0.96,1.0,1.0,1.0,0.0,1.0,1.0,0.8
genoviz.csv,1.0,1.0,0.97,0.99,1.0,0.96,0.89,1.0,1.0,1.0,0.99,0.97,0.0
irrlicht.csv,0.86,0.68,0.81,0.79,0.9,0.68,0.75,1.0,0.77,0.63,0.04,0.82,0.51
nug.csv,0.06,0.95,0.89,0.87,0.75,0.68,0.46,0.86,0.6,0.6,0.69,0.57,0.39
rezilla.csv,0.95,0.05,0.69,0.74,0.84,0.84,0.74,0.58,0.83,0.77,0.69,0.82,0.89
toped.csv,1.0,0.67,0.65,0.82,0.85,0.68,0.6,0.11,0.48,0.55,0.95,0.61,0.62
xmemcached.csv,0.88,0.96,0.8,0.61,0.73,0.04,0.58,0.87,0.78,0.6,0.79,0.54,0.44
zoolib.csv,0.88,0.95,0.92,0.73,1.01,0.79,0.67,0.69,0.95,0.63,0.75,0.13,0.61
