,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.68,0.35,0.42,0.57,0.55,0.52,0.42,0.48,0.52,0.5,0.5
google-gears.csv,0.46,0.55,0.47,0.42,0.44,0.54,0.4,0.49,0.45,0.55,0.49
grafx2.csv,0.7,0.45,0.49,0.95,0.54,0.5,0.42,0.46,0.78,0.65,0.47
kmess.csv,0.61,0.56,0.48,0.74,0.64,0.76,0.49,0.64,0.53,0.67,0.52
megameknet.csv,0.64,0.54,0.48,0.81,0.56,0.72,0.6,0.61,0.55,0.66,0.8
minig.csv,0.43,0.51,0.37,0.55,0.51,0.45,0.43,0.43,0.54,0.55,0.41
ns-3.csv,0.5,0.59,0.52,0.4,0.58,0.58,0.47,0.48,0.52,0.53,0.43
omseek.csv,0.89,0.67,0.9,0.95,0.96,0.87,0.9,0.83,0.95,0.98,0.8
quickfast.csv,0.63,0.49,0.46,0.48,0.6,0.63,0.5,0.63,0.45,0.54,0.39
sylpheed-claws.csv,0.58,0.44,0.5,0.52,0.58,0.6,0.59,0.55,0.44,0.48,0.42
xamj.csv,0.68,0.58,0.65,0.54,0.66,0.57,0.61,0.69,0.48,0.65,0.55
