,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.28,0.63,0.61,0.48,0.45,0.64,0.73,0.49,0.93,0.59,0.55
google-gears.csv,0.76,0.95,0.87,0.61,0.94,0.54,0.9,0.99,0.84,0.68,0.64
grafx2.csv,0.37,0.98,0.38,0.24,0.7,0.59,0.63,0.59,0.39,0.56,0.6
kmess.csv,0.43,0.84,0.76,0.41,0.64,0.51,0.99,0.46,0.66,0.51,0.62
megameknet.csv,0.56,0.53,0.47,0.28,0.61,0.93,0.46,0.56,0.67,0.51,0.11
minig.csv,0.63,0.84,0.73,1.0,0.73,0.59,0.68,0.5,0.57,0.47,0.66
ns-3.csv,0.99,0.81,0.73,0.7,0.58,0.75,0.8,0.76,0.51,0.67,0.74
omseek.csv,0.05,0.05,0.05,0.15,0.85,0.29,0.11,0.05,0.2,0.21,0.09
quickfast.csv,0.51,0.65,0.68,0.67,0.45,0.64,0.67,0.44,0.54,0.5,0.98
sylpheed-claws.csv,0.39,0.47,0.96,0.48,0.52,0.65,0.38,0.44,0.56,0.72,0.53
xamj.csv,0.5,0.72,0.54,0.52,0.48,0.64,0.54,0.56,0.85,0.94,0.45
