,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,2.0,2.0,0.0,0.0,38.0,3.0,1.0,0.0,0.0,3.0,1.0
google-gears.csv,0.0,2.0,3.0,6.0,71.0,8.0,0.0,0.0,5.0,44.0,2.0
grafx2.csv,0.0,0.0,0.0,1.0,39.0,7.0,0.0,0.0,4.0,0.0,1.0
kmess.csv,0.0,2.0,3.0,0.0,47.0,5.0,0.0,0.0,1.0,0.0,1.0
megameknet.csv,0.0,1.0,2.0,1.0,77.0,0.0,1.0,0.0,1.0,16.0,0.0
minig.csv,0.0,0.0,0.0,0.0,16.0,21.0,1.0,3.0,0.0,8.0,0.0
ns-3.csv,0.0,2.0,3.0,15.0,58.0,3.0,0.0,1.0,4.0,28.0,9.0
omseek.csv,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0
quickfast.csv,0.0,2.0,3.0,1.0,44.0,4.0,1.0,0.0,1.0,3.0,0.0
sylpheed-claws.csv,0.0,3.0,0.0,10.0,10.0,9.0,0.0,0.0,0.0,2.0,0.0
xamj.csv,0.0,2.0,1.0,1.0,76.0,1.0,1.0,0.0,1.0,0.0,1.0
