,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.39,0.68,0.6,0.48,0.18,0.5,0.71,0.6,0.93,0.52,0.66
google-gears.csv,0.71,0.68,0.61,0.48,0.22,0.45,0.76,1.0,0.61,0.4,0.57
grafx2.csv,0.49,0.99,0.46,0.34,0.24,0.48,0.63,0.69,0.45,0.53,0.67
kmess.csv,0.53,0.64,0.57,0.43,0.25,0.4,0.99,0.58,0.58,0.41,0.64
megameknet.csv,0.62,0.59,0.52,0.33,0.18,0.96,0.54,0.65,0.6,0.45,0.19
minig.csv,0.68,0.67,0.66,0.99,0.3,0.45,0.66,0.61,0.55,0.45,0.72
ns-3.csv,0.99,0.62,0.57,0.49,0.2,0.39,0.7,0.77,0.51,0.4,0.68
omseek.csv,0.1,0.09,0.1,0.21,0.92,0.19,0.19,0.1,0.29,0.27,0.15
quickfast.csv,0.59,0.64,0.54,0.56,0.17,0.37,0.67,0.55,0.52,0.47,0.99
sylpheed-claws.csv,0.51,0.57,0.98,0.4,0.25,0.37,0.49,0.58,0.57,0.52,0.64
xamj.csv,0.55,0.59,0.53,0.38,0.16,0.37,0.6,0.65,0.6,0.96,0.55
