,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.32,0.65,0.61,0.51,0.47,0.66,0.65,0.5,0.93,0.61,0.59
google-gears.csv,0.54,0.13,0.29,0.57,0.51,0.57,0.5,0.99,0.52,0.53,0.29
grafx2.csv,0.41,0.98,0.42,0.28,0.65,0.62,0.56,0.59,0.43,0.59,0.62
kmess.csv,0.46,0.36,0.42,0.45,0.62,0.54,0.99,0.48,0.61,0.52,0.6
megameknet.csv,0.54,0.55,0.5,0.32,0.54,0.94,0.48,0.55,0.63,0.54,0.13
minig.csv,0.61,0.56,0.68,1.0,0.7,0.61,0.59,0.51,0.57,0.51,0.68
ns-3.csv,0.99,0.29,0.52,0.57,0.56,0.63,0.52,0.6,0.52,0.54,0.6
omseek.csv,0.06,0.06,0.06,0.18,0.88,0.31,0.13,0.06,0.24,0.25,0.11
quickfast.csv,0.52,0.63,0.5,0.65,0.46,0.59,0.61,0.46,0.54,0.53,0.98
sylpheed-claws.csv,0.43,0.51,0.97,0.48,0.55,0.6,0.42,0.48,0.58,0.68,0.57
xamj.csv,0.47,0.45,0.54,0.45,0.46,0.6,0.54,0.53,0.47,0.95,0.49
