,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,2.0,2.0,3.0,0.0,11.0,73.0,0.0
elvishrayrenderer.csv,0.0,1.0,1.0,0.0,11.0,4.0,0.0
graphmak.csv,0.0,1.0,0.0,0.0,14.0,73.0,0.0
hazelcast.csv,1.0,0.0,0.0,0.0,10.0,0.0,2.0
jrdf.csv,5.0,3.0,3.0,1.0,13.0,0.0,1.0
pdfedit.csv,2.0,0.0,3.0,3.0,4.0,4.0,0.0
tart.csv,70.0,85.0,64.0,89.0,0.0,73.0,51.0
