,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.2,0.57,0.09,0.96,0.0,0.21,0.24,0.38,0.2
arsenal-1.csv,0.56,0.48,0.97,0.56,0.55,0.29,0.58,0.52,0.63
barracudamvc.csv,1.0,0.51,0.0,0.52,0.61,0.62,0.5,0.09,0.2
irplus.csv,0.39,0.34,0.13,0.59,0.32,0.19,0.97,0.53,0.42
lite.csv,0.22,0.3,0.26,0.22,0.28,0.17,0.24,0.94,0.25
mevenide.csv,0.24,0.3,0.3,0.21,0.1,0.29,0.24,0.16,0.94
mumble.csv,0.57,0.53,0.37,0.54,0.97,0.36,0.69,0.6,0.48
ontopia.csv,0.6,0.55,0.13,0.44,0.65,0.99,0.5,0.23,0.24
openintents.csv,0.43,0.93,0.56,0.73,0.45,0.34,0.52,0.65,0.28
