,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.17,0.52,0.07,0.95,0.0,0.18,0.2,0.33,0.17
arsenal-1.csv,0.55,0.48,0.96,0.55,0.6,0.26,0.56,0.67,0.72
barracudamvc.csv,1.0,0.78,1.0,0.77,0.8,0.64,0.8,1.0,0.9
irplus.csv,0.35,0.3,0.11,0.59,0.28,0.16,0.96,0.53,0.38
lite.csv,0.19,0.26,0.22,0.18,0.24,0.14,0.2,0.93,0.21
mevenide.csv,0.21,0.26,0.26,0.18,0.08,0.25,0.2,0.13,0.93
mumble.csv,0.58,0.52,0.33,0.5,0.96,0.32,0.72,0.6,0.45
ontopia.csv,0.62,0.61,0.85,0.77,0.68,0.99,0.52,0.2,0.21
openintents.csv,0.38,0.91,0.59,0.86,0.4,0.3,0.48,0.73,0.24
