,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.83,0.49,0.93,0.05,1.0,0.84,0.81,0.67,0.83
arsenal-1.csv,0.6,0.73,0.04,0.6,0.72,0.89,0.53,0.8,0.63
barracudamvc.csv,0.0,0.82,1.0,0.81,0.72,0.56,0.82,0.98,0.96
irplus.csv,0.69,0.73,0.94,0.56,0.73,0.89,0.04,0.66,0.65
lite.csv,0.86,0.74,0.79,0.82,0.77,0.87,0.81,0.07,0.8
mevenide.csv,0.91,0.8,0.76,0.83,0.92,0.8,0.8,0.88,0.07
mumble.csv,0.61,0.66,0.71,0.54,0.04,0.77,0.48,0.56,0.64
ontopia.csv,0.59,0.72,0.98,0.87,0.56,0.01,0.74,0.83,0.9
openintents.csv,0.63,0.09,0.68,0.57,0.62,0.75,0.58,0.6,0.8
