,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.15,0.08,0.22,0.5,0.3,0.03,0.0,0.01,0.07,0.29,0.32,0.0,0.29,0.08,0.0,0.11,0.27
amygdala.csv,0.33,0.08,0.18,0.7,0.25,0.1,0.26,0.0,0.14,0.0,0.15,0.33,0.57,0.15,0.0,0.16,0.21
chrysalis.csv,0.13,0.33,0.12,0.6,0.06,0.63,0.0,0.09,0.02,0.14,0.14,0.0,0.14,0.0,0.0,0.11,0.13
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.31,0.08,0.21,0.2,0.21,0.17,0.11,0.93,0.19,0.23,0.51,0.17,0.29,0.07,0.0,0.11,0.35
ivef-sdk.csv,0.56,0.25,0.56,0.65,0.66,0.0,0.66,0.0,0.74,0.49,0.05,1.0,0.29,0.53,1.0,0.0,0.54
jmri.csv,0.67,0.42,0.01,0.2,0.47,0.83,0.51,0.2,0.37,0.63,0.46,0.67,0.86,0.52,1.0,0.42,0.6
jython.csv,0.51,0.5,0.3,0.4,0.42,0.3,0.57,0.0,0.12,0.23,0.47,0.5,0.67,0.27,0.0,0.47,0.65
kdenlive.csv,0.0,0.42,0.36,0.75,0.21,0.47,0.29,0.98,0.65,0.43,0.51,0.33,0.43,0.33,0.0,0.47,0.54
opentibia.csv,0.72,0.0,0.56,0.95,0.43,0.1,0.46,0.3,0.42,0.57,0.75,0.0,0.67,0.51,0.0,0.68,0.4
projectfactory.csv,0.51,0.33,0.31,0.4,0.36,0.87,0.49,0.16,0.0,0.11,0.24,0.67,1.0,0.36,1.0,0.32,0.44
runuomondains.csv,0.0,0.17,0.08,0.05,0.04,0.0,0.0,0.05,0.05,0.06,0.0,0.0,0.0,0.13,0.0,0.11,0.1
somap.csv,1.0,1.0,0.97,1.0,0.96,1.0,1.0,1.0,0.93,1.0,1.0,0.0,1.0,0.94,1.0,1.0,0.96
taverna.csv,0.1,0.25,0.24,0.2,0.0,0.0,0.09,0.03,0.19,0.09,0.2,0.33,0.48,0.18,0.0,0.05,0.15
tigermud.csv,0.85,0.75,0.59,0.85,0.62,0.57,0.74,0.16,0.63,0.74,0.75,0.67,0.05,0.4,0.0,0.53,0.75
x-ray-mule.csv,0.31,0.0,0.27,0.0,0.36,0.0,0.43,0.06,0.65,0.26,0.08,0.5,0.14,0.54,0.0,0.05,0.04
