,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.88,1.0,0.83,1.0,0.01,0.57,0.91,0.99,0.93,1.0,0.81,0.86,0.91,1.02,0.89,1.0
codeblocks.csv,0.58,0.03,0.82,0.8,0.7,0.7,0.66,0.62,0.94,0.86,0.79,0.9,0.61,0.97,0.71,0.66
grisbi.csv,0.83,0.59,0.79,0.9,0.66,0.81,0.02,0.92,0.91,0.87,0.78,0.61,0.39,0.92,0.73,0.66
libmesh.csv,0.74,0.71,0.67,0.8,0.69,0.96,0.95,0.75,0.2,0.66,0.82,0.86,0.99,0.97,0.88,0.93
mesa3d.csv,0.85,0.83,0.69,0.83,0.82,0.6,0.86,0.46,0.78,0.89,1.0,0.86,0.73,0.79,0.77,0.2
panda3d.csv,0.98,0.9,0.87,0.91,0.95,0.81,0.92,0.99,0.89,1.0,0.82,0.08,0.94,0.87,0.89,0.94
proftp.csv,0.81,0.77,0.78,0.79,0.77,0.04,0.75,0.83,0.85,0.78,0.81,0.77,0.91,0.76,0.82,0.81
qmmp.csv,0.59,0.69,0.79,0.6,0.77,0.7,0.54,0.66,0.73,0.79,0.72,0.67,0.63,0.81,0.03,0.72
red5.csv,0.81,0.72,0.62,0.04,0.67,0.61,0.98,0.58,0.66,0.84,0.81,0.75,0.54,0.7,0.67,0.77
soar.csv,0.66,0.72,0.8,0.69,0.83,0.93,0.82,0.72,0.68,1.0,0.59,0.85,0.61,0.05,0.72,0.69
super-tux.csv,0.95,1.0,0.76,0.93,1.0,0.92,1.0,0.82,1.0,1.0,1.0,0.99,0.0,0.87,0.98,0.98
t-2.csv,0.76,0.74,0.87,0.88,0.74,0.94,0.99,0.04,0.73,0.95,1.02,0.75,0.91,0.86,0.75,0.9
tart.csv,0.95,0.98,0.94,0.98,0.95,0.93,0.89,0.99,0.96,1.0,0.0,1.0,0.94,0.95,0.97,0.99
tcvp.csv,0.86,0.93,0.81,0.94,0.91,1.0,0.95,0.98,0.9,0.0,1.0,0.94,0.97,0.61,0.92,0.93
utgb.csv,0.82,0.71,0.03,0.68,0.82,0.77,0.79,0.9,0.81,0.69,0.67,0.82,0.74,0.63,0.81,0.69
xbrlapi.csv,0.03,0.77,0.77,0.82,0.85,0.59,0.65,0.81,0.76,1.04,1.05,0.83,0.88,0.81,0.82,0.82
