,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.15,0.0,0.2,0.0,1.0,0.48,0.11,0.01,0.1,0.0,0.24,0.18,0.11,0.3,0.13,0.0
codeblocks.csv,0.63,0.99,0.34,0.51,0.54,0.6,0.67,0.52,0.27,0.45,0.57,0.35,0.7,0.04,0.59,0.59
grisbi.csv,0.5,0.66,0.55,0.34,0.64,0.53,0.98,0.36,0.41,0.43,0.59,0.62,0.68,0.36,0.6,0.66
libmesh.csv,0.45,0.36,0.48,0.27,0.42,0.2,0.18,0.41,0.84,0.6,0.24,0.26,0.34,0.17,0.31,0.09
mesa3d.csv,0.24,0.27,0.36,0.22,0.23,0.47,0.17,0.65,0.27,0.13,0.0,0.22,0.34,0.3,0.28,0.83
panda3d.csv,0.02,0.12,0.17,0.14,0.06,0.24,0.1,0.01,0.15,0.0,0.24,0.93,0.3,0.22,0.17,0.07
proftp.csv,0.25,0.27,0.3,0.27,0.28,0.97,0.3,0.22,0.18,0.26,0.24,0.31,0.11,0.3,0.23,0.23
qmmp.csv,0.6,0.49,0.43,0.64,0.56,0.41,0.65,0.61,0.59,0.54,0.55,0.51,0.53,0.42,0.98,0.58
red5.csv,0.51,0.52,0.57,0.98,0.46,0.52,0.34,0.6,0.61,0.47,0.41,0.5,0.52,0.37,0.4,0.56
soar.csv,0.48,0.39,0.33,0.45,0.32,0.09,0.24,0.44,0.48,0.0,0.59,0.24,0.55,0.97,0.34,0.4
super-tux.csv,0.21,0.0,0.59,0.27,0.0,0.3,0.0,0.51,0.0,0.0,0.0,0.05,1.0,0.26,0.09,0.09
t-2.csv,0.3,0.38,0.2,0.17,0.37,0.09,0.02,0.97,0.39,0.13,0.0,0.45,0.33,0.32,0.37,0.12
tart.csv,0.06,0.02,0.07,0.02,0.06,0.09,0.13,0.01,0.05,0.0,1.0,0.0,0.07,0.12,0.04,0.01
tcvp.csv,0.17,0.09,0.24,0.09,0.12,0.0,0.06,0.02,0.14,1.0,0.0,0.07,0.04,0.51,0.1,0.09
utgb.csv,0.25,0.36,0.99,0.45,0.22,0.27,0.25,0.13,0.27,0.37,0.44,0.25,0.33,0.53,0.23,0.4
xbrlapi.csv,0.98,0.35,0.44,0.45,0.27,0.48,0.41,0.28,0.38,0.0,0.0,0.27,0.17,0.44,0.25,0.49
