,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.02,0.0,0.06,0.0,0.01,0.03,0.07,0.06,0.09,0.04,0.11,0.1,0.0,0.76,0.08,0.0
codeblocks.csv,0.48,0.03,0.45,0.72,0.55,0.65,0.64,0.37,0.93,0.86,0.79,0.9,0.6,0.0,0.65,0.56
grisbi.csv,0.8,0.51,0.77,0.9,0.61,0.81,0.0,0.88,0.83,0.86,0.78,0.51,0.2,0.88,0.69,0.64
libmesh.csv,0.48,0.15,0.39,0.24,0.3,0.49,0.43,0.42,0.04,0.57,0.16,0.38,0.8,0.96,0.52,0.07
mesa3d.csv,0.32,0.31,0.1,0.17,0.12,0.19,0.0,0.29,0.13,0.04,0.09,0.29,0.2,0.28,0.1,0.03
panda3d.csv,0.02,0.1,0.13,0.21,0.05,0.14,0.0,0.04,0.09,0.08,0.18,0.01,0.6,0.32,0.23,0.02
proftp.csv,0.2,0.1,0.23,0.17,0.14,0.03,0.07,0.19,0.11,0.03,0.12,0.23,0.0,0.16,0.13,0.06
qmmp.csv,0.45,0.46,0.55,0.52,0.75,0.3,0.43,0.57,0.67,0.76,0.6,0.44,0.4,0.56,0.0,0.66
red5.csv,0.75,0.56,0.45,0.03,0.35,0.35,0.79,0.42,0.59,0.72,0.54,0.6,0.0,0.16,0.18,0.73
soar.csv,0.38,0.31,0.35,0.38,0.42,0.05,0.14,0.42,0.41,0.08,0.44,0.32,0.4,0.04,0.19,0.26
super-tux.csv,0.95,1.0,0.74,0.93,1.0,0.92,1.0,0.82,1.0,1.0,1.0,0.99,0.0,0.4,0.98,0.98
t-2.csv,0.2,0.36,0.26,0.21,0.32,0.08,0.07,0.0,0.33,0.32,0.19,0.5,0.6,0.48,0.34,0.09
tart.csv,0.02,0.03,0.03,0.03,0.01,0.05,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.28,0.02,0.0
tcvp.csv,0.08,0.05,0.13,0.14,0.04,0.05,0.0,0.01,0.15,0.0,0.01,0.01,0.0,0.32,0.05,0.06
utgb.csv,0.22,0.15,0.03,0.34,0.15,0.11,0.0,0.11,0.26,0.19,0.29,0.21,0.2,0.4,0.08,0.26
xbrlapi.csv,0.02,0.33,0.52,0.62,0.39,0.16,0.14,0.27,0.39,0.28,0.31,0.32,0.2,0.6,0.21,0.73
