,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.72,0.96,0.93,0.67,0.75,0.91,0.96,0.88,0.81,1.0,1.0,0.82,0.88,1.0,1.0,0.94
calcubetimer.csv,0.26,0.63,0.07,0.81,0.71,0.86,0.04,0.48,0.85,0.84,1.0,0.73,0.75,0.12,0.35,0.24
chaosrts.csv,0.7,0.33,0.47,0.67,0.29,0.14,0.65,0.72,0.83,0.45,0.26,0.64,0.88,1.0,0.2,0.8
dxengine.csv,0.13,0.2,0.47,0.74,0.39,0.77,0.65,0.68,0.31,0.27,0.0,0.27,0.62,0.75,0.65,0.09
freedom-erp.csv,0.16,0.02,0.0,0.0,0.22,0.05,0.0,0.08,0.01,0.32,0.75,0.18,0.0,0.0,0.2,0.29
joustsim.csv,0.5,0.88,0.77,0.85,0.19,0.82,0.43,0.3,0.57,0.38,0.07,0.91,0.88,0.88,0.48,0.12
jsidplay2.csv,0.54,0.55,0.27,0.63,0.81,0.68,0.55,0.57,0.52,0.79,0.99,0.82,0.5,0.38,0.2,0.77
madman.csv,0.39,0.22,0.57,0.15,0.29,0.91,0.57,0.48,0.28,0.14,0.05,0.27,0.75,0.0,0.5,0.48
mclient-mume.csv,0.5,0.61,0.83,0.81,0.08,0.55,0.51,0.05,0.58,0.09,0.01,0.27,0.62,0.75,0.38,0.35
primefaces.csv,0.4,0.14,0.77,0.96,0.27,0.68,0.51,0.95,0.77,0.27,0.0,0.55,1.0,0.62,0.68,0.29
reaper3d.csv,0.33,0.59,0.27,0.67,0.66,0.68,0.35,0.35,0.11,0.55,0.67,0.18,0.5,0.88,0.5,0.08
sblim.csv,0.3,0.35,0.77,0.93,0.15,0.95,0.02,0.15,0.89,0.18,0.26,0.64,0.88,0.12,0.42,0.31
sevenupdate.csv,1.0,0.73,0.9,1.0,0.69,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
springside.csv,0.7,0.47,0.77,0.74,0.27,0.59,0.76,0.35,0.39,0.36,0.2,0.55,0.88,0.88,0.65,0.4
swtfox.csv,0.7,0.67,1.0,0.0,0.46,0.05,0.92,0.68,0.01,0.25,0.05,0.36,0.75,0.62,0.6,0.49
tmva.csv,0.97,0.8,0.3,0.52,0.98,0.27,0.98,0.7,0.78,1.0,1.0,1.0,0.88,0.88,0.9,0.99
