,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.94,0.89,0.51,0.28,0.72,0.2,0.33,0.39,0.71,0.93,0.58,0.14,0.12,0.08,0.6,0.87
calcubetimer.csv,0.79,0.91,0.12,0.32,0.89,0.25,0.33,0.27,0.7,1.0,0.61,0.27,0.12,0.04,0.56,0.87
chaosrts.csv,0.85,1.0,0.58,0.33,0.89,0.08,0.54,0.37,0.83,0.96,0.58,0.29,0.23,0.09,0.89,0.97
dxengine.csv,0.93,1.0,0.88,0.5,0.59,0.29,0.3,0.46,0.77,0.79,0.0,0.08,0.23,0.09,0.59,0.75
freedom-erp.csv,0.81,1.0,0.0,0.0,0.93,0.33,0.0,0.11,0.5,1.0,0.78,0.18,0.0,0.0,0.73,0.82
joustsim.csv,0.85,0.9,0.74,0.43,0.79,0.19,0.52,0.39,0.69,0.95,0.3,0.56,0.22,0.08,0.56,1.0
jsidplay2.csv,0.83,0.93,0.36,0.33,0.89,0.24,0.34,0.3,0.78,0.94,0.59,0.18,0.11,0.06,0.53,0.88
madman.csv,0.8,0.92,0.59,0.33,0.65,0.28,0.31,0.39,0.76,0.89,0.5,0.18,0.4,0.0,0.67,0.88
mclient-mume.csv,0.87,0.83,0.89,0.38,0.62,0.35,0.31,0.67,0.76,1.0,0.5,0.6,0.23,0.08,0.71,0.92
primefaces.csv,0.78,0.88,0.64,0.39,0.8,0.29,0.35,0.4,0.69,0.94,0.0,0.16,0.17,0.06,0.84,0.91
reaper3d.csv,0.81,0.91,0.8,0.51,0.8,0.25,0.37,0.37,0.75,0.97,0.64,0.25,0.24,0.18,0.54,0.79
sblim.csv,0.78,0.94,0.59,0.38,0.9,0.52,0.33,0.33,0.71,1.0,0.66,0.44,0.16,0.06,0.74,0.93
sevenupdate.csv,0.84,1.0,0.59,0.36,0.68,0.2,0.34,0.38,0.73,0.93,0.58,0.15,0.16,0.07,0.59,0.88
springside.csv,0.87,0.82,0.74,0.48,0.76,0.28,0.55,0.29,0.78,1.0,0.66,0.4,0.23,0.09,0.59,0.92
swtfox.csv,0.87,0.92,0.59,0.0,0.64,0.06,0.34,0.71,1.0,0.82,0.45,0.15,0.19,0.07,0.52,0.88
tmva.csv,0.84,0.87,0.32,0.33,0.75,0.08,0.45,0.33,0.86,0.93,0.58,0.15,0.22,0.09,0.62,0.88
