,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.76,0.48,0.0,0.31,0.47,0.2,0.0,0.21,0.4,0.0,0.0,0.2,0.09,0.05,0.0,0.21
calcubetimer.csv,0.28,0.5,0.04,0.44,0.73,0.7,0.05,0.36,0.13,0.88,0.36,0.76,0.27,0.14,0.21,0.32
chaosrts.csv,0.54,0.51,0.48,0.46,0.28,0.26,0.7,0.56,0.75,0.46,0.39,0.65,0.71,0.63,0.26,0.79
dxengine.csv,0.13,0.17,0.45,0.62,0.37,0.76,0.37,0.51,0.21,0.02,0.0,0.21,0.64,0.29,0.42,0.07
freedom-erp.csv,0.27,0.07,0.52,0.0,0.32,0.17,0.0,0.06,0.01,0.52,0.77,0.31,0.43,0.0,0.12,0.37
joustsim.csv,0.52,0.49,0.75,0.54,0.28,0.38,0.46,0.46,0.46,0.52,0.26,0.83,0.74,0.54,0.52,0.27
jsidplay2.csv,0.25,0.26,0.23,0.13,0.79,0.06,0.19,0.44,0.32,0.56,0.36,0.44,0.14,0.14,0.0,0.52
madman.csv,0.49,0.12,0.63,0.41,0.38,0.69,0.47,0.58,0.4,0.35,0.06,0.36,0.86,0.14,0.0,0.66
mclient-mume.csv,0.59,0.0,0.84,0.59,0.18,0.4,0.49,0.06,0.53,0.19,0.0,0.5,0.29,0.63,0.37,0.48
primefaces.csv,0.2,0.45,0.0,0.09,0.65,0.61,0.59,0.0,0.0,0.59,0.37,0.09,0.0,0.0,0.79,0.54
reaper3d.csv,0.38,0.52,0.54,0.61,0.62,0.71,0.26,0.12,0.27,0.15,0.62,0.41,0.42,0.72,0.46,0.16
sblim.csv,0.2,0.07,0.52,0.7,0.23,0.81,0.02,0.18,0.43,0.24,0.54,0.5,0.65,0.14,0.55,0.36
sevenupdate.csv,0.0,0.75,0.7,0.47,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
springside.csv,0.58,0.45,0.63,0.0,0.52,0.31,0.74,0.42,0.48,0.57,0.63,0.67,0.59,0.59,0.57,0.61
swtfox.csv,0.61,0.6,0.76,0.0,0.38,0.06,0.3,0.65,0.02,0.38,0.17,0.4,0.42,0.57,0.25,0.53
tmva.csv,0.2,0.0,0.44,0.59,0.34,0.25,0.68,0.48,0.76,0.0,0.0,0.29,0.7,0.66,0.51,0.38
