,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.84,0.9,0.69,0.4,0.72,0.31,0.5,0.53,0.76,0.97,0.73,0.23,0.25,0.14,0.75,0.9
calcubetimer.csv,0.37,0.62,0.05,0.4,0.8,0.44,0.07,0.35,0.75,0.92,0.75,0.4,0.1,0.07,0.29,0.43
chaosrts.csv,0.69,0.63,0.52,0.37,0.37,0.17,0.63,0.5,0.83,0.6,0.44,0.38,0.34,0.16,0.34,0.87
dxengine.csv,0.2,0.25,0.55,0.57,0.63,0.55,0.29,0.45,0.29,0.03,0.0,0.15,0.38,0.15,0.47,0.11
freedom-erp.csv,0.36,0.12,0.7,0.0,0.42,0.21,0.0,0.08,0.02,0.63,0.79,0.32,0.25,0.0,0.18,0.48
joustsim.csv,0.64,0.92,0.75,0.54,0.36,0.32,0.47,0.4,0.61,0.64,0.31,0.67,0.33,0.15,0.59,0.37
jsidplay2.csv,0.34,0.37,0.24,0.14,0.85,0.05,0.2,0.38,0.43,0.88,0.75,0.2,0.08,0.07,0.0,0.72
madman.csv,0.62,0.19,0.68,0.41,0.47,0.41,0.43,0.5,0.49,0.54,0.09,0.22,0.54,0.06,0.62,0.83
mclient-mume.csv,0.71,0.78,0.86,0.49,0.25,0.32,0.39,0.09,0.62,0.28,0.0,0.48,0.18,0.16,0.46,0.59
primefaces.csv,0.81,0.81,0.69,0.52,0.76,0.38,0.52,0.55,0.85,0.75,0.44,0.27,0.25,0.14,0.82,0.88
reaper3d.csv,0.49,0.72,0.61,0.55,0.72,0.44,0.31,0.17,0.35,0.22,0.69,0.33,0.29,0.23,0.62,0.22
sblim.csv,0.28,0.11,0.68,0.58,0.31,0.61,0.04,0.21,0.75,0.33,0.57,0.45,0.31,0.07,0.62,0.48
sevenupdate.csv,0.91,0.84,0.73,0.53,0.82,0.34,0.5,0.55,0.85,0.96,0.73,0.27,0.26,0.14,0.75,0.94
springside.csv,0.8,0.83,0.73,0.5,0.61,0.21,0.67,0.35,0.59,0.69,0.66,0.48,0.3,0.16,0.71,0.72
swtfox.csv,0.77,0.72,0.77,0.0,0.56,0.05,0.49,0.63,0.03,0.58,0.22,0.22,0.27,0.14,0.63,0.71
tmva.csv,0.87,0.83,0.47,0.48,0.81,0.12,0.55,0.42,0.82,0.95,0.73,0.24,0.31,0.17,0.72,0.93
