,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.0,0.37,0.2,0.13,0.22,0.21,0.8,0.45,0.12,0.98,0.2,0.22,0.62,0.31
continuum-ide.csv,0.0,0.26,0.1,0.0,0.29,0.31,0.56,1.0,0.0,0.08,0.21,0.0,0.21,0.1
free-evolution.csv,0.0,0.52,0.22,0.27,0.0,0.22,0.46,0.16,0.42,0.08,0.98,0.23,0.11,0.62
gtad.csv,1.0,0.12,0.43,0.0,0.0,0.37,0.12,0.0,0.03,0.08,0.15,0.0,0.12,0.11
jaxen.csv,0.0,0.0,0.14,0.0,0.0,1.0,0.29,0.29,0.0,0.0,0.0,0.0,0.06,0.05
jruby.csv,0.17,0.41,0.05,0.0,0.15,0.13,0.53,0.51,0.0,0.43,0.37,0.23,0.99,0.24
jsr308-langtools.csv,0.06,0.72,0.23,0.08,0.22,0.21,0.98,0.45,0.45,0.49,0.37,0.04,0.53,0.54
kaffeine.csv,0.06,0.98,0.15,0.2,0.04,0.16,0.82,0.47,0.57,0.55,0.36,0.2,0.92,0.72
oorexx.csv,0.05,0.69,0.16,0.24,0.0,0.14,0.69,0.44,0.5,0.51,0.44,0.31,0.72,0.99
qedo.csv,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.09,0.12,0.93,0.0,0.19
sarasvati.csv,0.0,0.63,0.9,0.15,0.09,0.25,0.48,0.22,0.24,0.08,0.2,0.0,0.3,0.54
taokgame.csv,0.0,0.0,0.1,1.0,0.0,0.08,0.12,0.0,0.0,0.19,0.0,0.03,0.0,0.0
zabbix.csv,0.07,0.86,0.14,0.24,0.04,0.18,0.74,0.42,0.99,0.43,0.4,0.14,0.86,0.71
