,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.0,0.75,0.12,0.09,0.12,0.13,0.88,0.33,1.0,1.0,0.19,0.14,0.85,0.53
continuum-ide.csv,0.0,0.67,0.1,0.0,0.17,0.25,0.92,1.0,0.0,0.33,0.24,0.0,0.83,0.4
free-evolution.csv,0.0,0.71,0.14,0.16,0.0,0.25,0.55,0.14,0.73,0.25,1.0,0.16,1.0,0.61
gtad.csv,1.0,1.0,1.0,0.0,0.0,0.27,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0
jaxen.csv,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0
jruby.csv,0.1,0.93,0.03,0.0,0.08,0.09,0.8,0.35,0.0,0.45,0.29,0.14,0.99,0.46
jsr308-langtools.csv,0.03,0.94,0.15,0.05,0.12,0.12,1.0,0.32,0.47,0.53,0.28,0.02,0.81,0.7
kaffeine.csv,0.03,1.0,0.08,0.11,0.02,0.09,0.74,0.3,0.4,0.4,0.23,0.11,0.87,0.59
oorexx.csv,0.03,0.93,0.09,0.15,0.0,0.08,0.65,0.32,0.46,0.42,0.3,0.19,0.85,0.97
qedo.csv,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.13,0.95,0.0,0.57
sarasvati.csv,0.0,0.73,1.0,0.1,0.05,0.33,0.69,0.3,0.82,0.5,0.19,0.0,0.92,0.63
taokgame.csv,0.0,0.0,0.11,1.0,0.0,0.05,0.67,0.0,0.0,0.16,0.0,0.02,0.0,0.0
zabbix.csv,0.03,0.86,0.08,0.14,0.02,0.1,0.65,0.3,1.0,0.31,0.26,0.08,0.88,0.59
