,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.0,0.27,0.58,0.33,0.98,0.63,0.75,0.6,0.07,0.96,0.24,0.6,0.47,0.26
continuum-ide.csv,0.0,0.19,0.11,0.0,0.98,0.45,0.45,1.0,0.0,0.06,0.21,0.0,0.14,0.07
free-evolution.csv,0.0,0.37,0.49,0.71,0.0,0.24,0.42,0.21,0.34,0.06,0.98,0.41,0.07,0.57
gtad.csv,1.0,0.07,0.32,0.0,0.0,0.64,0.09,0.0,0.02,0.06,0.11,0.0,0.07,0.07
jaxen.csv,0.0,0.0,0.11,0.0,0.0,1.0,0.2,0.22,0.0,0.0,0.0,0.0,0.04,0.04
jruby.csv,0.93,0.31,0.11,0.0,0.96,0.24,0.45,0.58,0.0,0.45,0.54,0.67,0.98,0.2
jsr308-langtools.csv,0.52,0.63,0.58,0.23,0.98,0.76,0.98,0.57,0.46,0.49,0.55,0.16,0.39,0.48
kaffeine.csv,0.17,0.97,0.65,0.0,0.64,0.71,0.79,0.0,0.0,0.73,0.17,0.67,0.21,0.17
oorexx.csv,0.49,0.59,0.68,0.65,0.0,0.6,0.63,0.59,0.55,0.64,0.68,0.79,0.49,0.99
qedo.csv,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.06,0.14,0.93,0.0,0.13
sarasvati.csv,0.0,0.27,0.85,0.34,0.91,0.24,0.41,0.21,0.17,0.06,0.24,0.0,0.21,0.49
taokgame.csv,0.0,0.0,0.11,1.0,0.0,0.23,0.09,0.0,0.0,0.26,0.0,0.06,0.0,0.0
zabbix.csv,0.56,0.67,0.6,0.64,0.52,0.74,0.63,0.54,0.98,0.57,0.48,0.45,0.52,0.39
