,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,95.5,99.0,86.5,187.0,98.5,98.5,197.5,99.0,751.5,95.5
jmule.csv,97.5,99.0,73.5,187.0,98.5,197.5,98.5,99.0,649.0,95.5
nosleepsoftware.csv,97.5,98.5,99.0,0.0,347.0,89.5,19.5,97.5,10890.0,98.5
open-ms.csv,97.5,99.0,93.5,187.0,98.5,195.5,189.0,99.0,3728.0,98.5
qgo.csv,97.5,99.0,98.5,187.0,98.5,197.5,197.5,99.0,7820.5,98.5
rezilla.csv,97.5,99.0,198.0,187.0,89.5,98.5,197.5,99.0,8216.0,92.5
riff-evolve.csv,95.5,99.0,640.0,187.0,98.5,195.5,98.5,99.0,373.5,0.0
uwom.csv,187.0,128.0,1320.0,187.0,93.5,294.0,53.5,99.0,753.5,95.5
virtuoso.csv,97.5,99.0,198.0,187.0,197.5,197.5,188.0,99.0,7439.0,92.5
yield.csv,97.5,99.0,93.5,187.0,98.5,294.0,197.5,99.0,4192.5,98.5
