,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.83,0.0,0.0,0.32,0.75,0.2
codeblocks.csv,0.62,0.31,0.83,0.19,0.98,0.5
dataobjectsdotnet.csv,0.41,0.24,0.81,0.27,0.97,0.55
n2cms.csv,0.62,0.23,0.89,0.27,0.95,0.45
nug.csv,0.44,0.68,0.7,0.23,0.97,0.41
uclmda.csv,0.0,0.0,0.82,0.14,1.0,0.33
