,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.82,0.67,0.21,0.44,0.91,0.91,0.75,0.96,0.87,0.72,0.91,0.99
dsworkbench.csv,0.47,0.92,0.96,1.0,0.85,0.95,0.68,0.82,0.71,0.93,0.97,0.72
gogoego.csv,0.52,0.53,0.62,0.6,0.76,0.46,0.65,0.77,0.78,0.5,0.7,0.39
jpaul.csv,0.84,0.65,0.83,0.34,0.72,0.88,0.93,1.0,0.88,0.94,1.0,1.0
loki-lib.csv,0.85,0.74,0.84,0.54,0.77,0.59,0.5,0.6,0.55,0.69,0.39,0.51
motu.csv,0.55,0.94,0.93,0.84,0.96,0.67,0.34,0.82,0.87,0.44,0.6,0.84
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.65,0.87,0.63,0.95,0.75,0.69,0.83,0.45,0.7,0.76,0.8
rtrt-on-gpu.csv,0.63,0.78,0.86,0.7,0.62,0.61,0.58,0.41,0.76,0.85,0.68,0.69
scenemonitor.csv,0.69,0.61,0.89,0.55,0.31,0.67,0.76,0.66,0.63,0.6,1.0,0.81
xstore.csv,0.62,0.92,0.57,0.53,0.46,0.73,0.87,0.85,0.7,0.44,0.53,1.0
yarp0.csv,0.71,0.64,0.94,0.86,0.76,0.36,0.75,0.64,0.82,0.54,0.86,0.52
zemljanka.csv,1.0,0.97,1.0,1.0,0.97,0.77,0.87,0.83,0.99,1.0,0.69,0.18
