,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.93,1.05,0.43,0.95,0.61,0.57,0.76
brlcad.csv,0.43,1.06,0.6,1.0,0.77,0.73,1.0
ftm.csv,0.69,1.19,0.82,0.52,0.73,0.48,0.53
google-web-toolkit.csv,0.88,1.02,0.56,0.75,0.5,0.52,0.37
jcache.csv,0.78,1.07,0.61,0.51,0.71,0.72,0.18
mimosa.csv,0.8,1.01,0.91,0.27,0.84,0.91,0.4
ogre.csv,0.74,0.06,0.85,0.4,0.76,0.76,0.98
