,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.12,0.02,0.06,0.07,0.9,0.3,0.09,0.02,0.0,0.0,0.0,0.15,0.0,0.13,0.0,0.17
codeblocks.csv,0.17,1.0,0.2,0.58,0.48,0.93,0.97,0.26,0.92,1.0,1.0,0.88,0.78,0.0,0.71,0.58
grisbi.csv,0.88,0.76,0.83,0.91,0.81,0.97,0.97,0.98,0.62,0.78,1.0,0.6,0.6,0.77,0.87,0.8
libmesh.csv,0.33,0.16,0.37,0.35,0.24,0.43,0.26,0.53,0.85,0.11,0.2,0.31,0.53,0.77,0.08,0.45
mesa3d.csv,0.17,0.13,0.09,0.37,0.14,0.27,0.2,0.12,0.08,0.22,0.0,0.17,0.2,0.03,0.16,0.86
panda3d.csv,0.0,0.25,0.09,0.23,0.19,0.4,0.21,0.01,0.19,0.22,0.4,0.92,0.23,0.19,0.3,0.13
proftp.csv,0.26,0.37,0.4,0.4,0.24,0.97,0.42,0.35,0.38,0.11,0.2,0.35,0.13,0.19,0.43,0.32
qmmp.csv,0.67,0.46,0.51,0.58,0.67,0.5,0.58,0.6,0.31,0.56,0.6,0.54,0.49,0.35,0.97,0.43
red5.csv,0.45,0.53,0.46,0.95,0.43,0.43,0.32,0.94,0.73,0.33,0.6,0.54,0.55,0.06,0.4,0.35
soar.csv,0.71,0.84,0.77,0.81,0.86,0.87,0.79,0.66,0.96,0.89,1.0,0.81,0.84,0.94,0.84,0.75
super-tux.csv,0.76,0.99,0.54,0.72,0.9,1.0,1.0,0.47,1.0,1.0,1.0,0.98,1.0,0.03,1.0,1.0
t-2.csv,0.4,0.5,0.54,0.42,0.43,0.13,0.5,0.91,0.65,0.44,0.4,0.52,0.69,0.61,0.35,0.68
tart.csv,0.24,0.01,0.26,0.21,0.0,0.07,0.05,0.37,0.0,0.0,0.8,0.0,0.06,0.81,0.0,0.0
tcvp.csv,0.12,0.06,0.29,0.21,0.0,0.0,0.09,0.04,0.04,1.0,0.0,0.0,0.02,0.94,0.11,0.01
utgb.csv,0.19,0.24,1.0,0.4,0.14,0.37,0.18,0.17,0.38,0.0,0.0,0.31,0.25,0.55,0.08,0.33
xbrlapi.csv,0.93,0.41,0.29,0.58,0.67,0.17,0.7,0.58,0.23,0.67,0.4,0.48,0.49,0.13,0.6,0.99
