,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.15,0.02,0.07,0.09,0.92,0.35,0.11,0.02,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.2
codeblocks.csv,0.2,0.98,0.23,0.58,0.47,0.21,0.66,0.29,0.42,0.3,0.62,0.34,0.66,0.0,0.5,0.58
grisbi.csv,0.62,0.69,0.23,0.27,0.61,0.64,0.98,0.17,0.41,0.53,0.65,0.57,0.63,0.44,0.53,0.64
libmesh.csv,0.37,0.19,0.42,0.4,0.28,0.46,0.3,0.51,0.87,0.13,0.23,0.35,0.5,0.53,0.1,0.49
mesa3d.csv,0.2,0.16,0.11,0.41,0.17,0.31,0.24,0.14,0.1,0.26,0.0,0.2,0.24,0.04,0.19,0.88
panda3d.csv,0.0,0.29,0.11,0.27,0.23,0.43,0.24,0.01,0.22,0.26,0.44,0.93,0.26,0.23,0.34,0.16
proftp.csv,0.3,0.41,0.45,0.42,0.28,0.97,0.47,0.39,0.4,0.13,0.23,0.39,0.16,0.22,0.48,0.37
qmmp.csv,0.63,0.5,0.52,0.56,0.59,0.53,0.59,0.52,0.34,0.56,0.57,0.54,0.51,0.37,0.98,0.46
red5.csv,0.45,0.54,0.48,0.96,0.45,0.45,0.33,0.72,0.67,0.35,0.52,0.49,0.0,0.07,0.43,0.38
soar.csv,0.49,0.4,0.52,0.55,0.53,0.2,0.41,0.58,0.5,0.27,0.27,0.46,0.0,0.94,0.4,0.43
super-tux.csv,0.6,0.13,0.52,0.57,0.2,0.0,0.0,0.5,0.0,0.0,0.05,0.09,1.0,0.04,0.09,0.0
t-2.csv,0.43,0.43,0.55,0.45,0.41,0.15,0.22,0.93,0.64,0.39,0.42,0.47,0.46,0.55,0.36,0.5
tart.csv,0.28,0.01,0.3,0.25,0.0,0.09,0.06,0.4,0.0,0.0,0.83,0.0,0.07,0.29,0.0,0.0
tcvp.csv,0.15,0.07,0.33,0.25,0.0,0.0,0.11,0.05,0.05,1.0,0.0,0.0,0.02,0.3,0.13,0.01
utgb.csv,0.22,0.28,0.99,0.43,0.17,0.42,0.21,0.2,0.42,0.0,0.0,0.35,0.0,0.53,0.1,0.36
xbrlapi.csv,0.94,0.43,0.33,0.55,0.47,0.2,0.65,0.58,0.26,0.67,0.41,0.49,0.55,0.16,0.61,0.09
