,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,4.0,10.0,1.0,1.0,3.0,0.0,1.0,2.0,59.0,2.0,12.0,0.0
gamestone.csv,0.0,0.0,2.0,1.0,1.0,71.0,111.0,15.0,128.0,0.0,6.0,2.0
gbif-providertoolkit.csv,4.0,59.0,1.0,3.0,0.0,0.0,1.0,2.0,48.0,1.0,14.0,0.0
heekscad.csv,1.0,3.0,0.0,2.0,2.0,0.0,1.0,12.0,29.0,6.0,13.0,0.0
igarden.csv,0.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,145.0,4.0,2.0,0.0
levent.csv,2.0,5.0,126.0,102.0,0.0,0.0,1.0,0.0,3583.0,158.0,64.0,0.0
lportal.csv,2.0,59.0,0.0,102.0,0.0,1.0,0.0,14.0,17.0,1.0,64.0,0.0
openmsx.csv,4.0,6.0,0.0,0.0,1.0,0.0,1.0,29.0,3583.0,1.0,4.0,1.0
owlapi.csv,6.0,59.0,1.0,1.0,3.0,0.0,1.0,5.0,24.0,3.0,8.0,0.0
pnotepad.csv,0.0,18.0,0.0,2.0,8.0,0.0,1.0,49.0,168.0,8.0,17.0,0.0
quark.csv,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,0.0,1.0,0.0
xcsoar.csv,2.0,4.0,0.0,4.0,4.0,0.0,1.0,11.0,59.0,2.0,17.0,0.0
