,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.74,0.12,0.82,0.52,0.86,0.47,0.58,0.56,0.75,0.48,1.0,0.54
gamestone.csv,0.14,0.88,0.16,0.45,0.36,0.0,0.0,0.4,0.14,0.09,0.23,0.08
gbif-providertoolkit.csv,0.53,0.0,0.3,0.58,0.79,0.8,0.76,0.56,0.8,0.43,0.38,0.38
heekscad.csv,0.77,0.62,0.71,0.65,0.71,0.55,0.79,0.6,0.8,0.63,1.0,0.85
igarden.csv,0.51,0.38,0.5,0.61,0.64,0.49,0.5,0.28,0.68,0.29,1.0,0.54
levent.csv,0.66,0.12,0.0,0.0,0.86,0.71,0.58,0.04,0.0,0.0,0.0,0.04
lportal.csv,0.23,0.0,0.29,0.0,0.07,0.12,0.03,0.52,0.73,0.02,0.0,0.08
openmsx.csv,0.73,0.88,0.3,0.84,0.43,0.29,0.05,0.48,0.0,0.57,0.15,0.38
owlapi.csv,0.64,0.0,0.36,0.13,0.71,0.61,0.84,0.76,0.28,0.69,0.92,0.69
pnotepad.csv,0.61,0.88,0.88,1.0,0.86,0.67,0.58,0.68,0.99,0.57,1.0,0.85
quark.csv,0.4,0.25,0.36,0.16,0.43,0.08,0.03,0.2,0.34,0.09,1.0,0.27
xcsoar.csv,0.65,0.25,0.71,0.65,0.64,0.43,0.42,0.52,0.8,0.45,1.0,0.23
