,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.27,1.0,1.0,0.92
repositorium.csv,0.89,0.29,0.92,0.8
simplewebservices.csv,0.69,1.02,0.37,0.47
xbg.csv,1.01,0.91,0.32,0.88
