,0,1
qgis.csv,0.0,0.615
migen.csv,0.333,0.4
jsecurity.csv,0.101,0.33
jnode.csv,0.0,0.0
jhotdraw.csv,0.0,0.315
sidekar.csv,0.528,0.765
emeraldemu.csv,0.0,0.53
emisview.csv,0.0,0.33
autoopencas.csv,0.0,0.46499999999999997
mcmc-jags.csv,0.2,1.0
fontforge.csv,0.0,0.5
badtrinity-zero.csv,0.0,0.5800000000000001
cleartk.csv,0.857,0.9
delphilhlplib.csv,0.714,1.0
mcore3d.csv,0.0,0.695
applet2app.csv,0.0,0.47
upp-mirror.csv,0.0,0.69
magicwars.csv,0.0,0.93
xbplayer.csv,0.222,0.5349999999999999
zildo.csv,0.333,0.5
jython.csv,0.0,0.5
ildjit.csv,0.0,0.585
gbif-providertoolkit.csv,0.0,0.0
jfreereport.csv,0.0,0.285
opennms.csv,0.225,0.29000000000000004
yield.csv,0.3875,0.75
trackit.csv,0.667,0.6
freelords.csv,0.7,0.72
piccolo2d.csv,0.0,0.0
bochs.csv,0.0,0.5
intact.csv,0.275,0.38
htmlunit.csv,0.0,0.5
open-beos.csv,0.0,0.5
libopenmetaverse.csv,0.0,0.5
popeye-chess.csv,0.3095,0.585
jbpm.csv,0.0,0.71
cities3d.csv,0.036500000000000005,0.25
springside.csv,0.3205,0.585
k3d.csv,0.0,0.38
kvs.csv,0.0715,0.185
firebreath.csv,0.0,0.56
fltk.csv,0.0,0.69
bullet.csv,0.0,0.79
mobicents.csv,0.0,0.59
maya-work-in-progress.csv,0.3305,0.585
betoffice.csv,0.571,0.5
scite-ru.csv,0.0,0.33
ifmo-game-1.csv,0.0,0.0
qcad2.csv,0.25,0.5
xmemcached.csv,0.2,0.5
ldview.csv,0.0,0.33
rohxel.csv,0.75,0.75
jpaul.csv,0.225,0.5
pfaedit.csv,0.0,0.8
gbif-indexingtoolkit.csv,0.2,0.0
levent.csv,0.55,0.71
neodatis-odb.csv,0.36650000000000005,0.5
pidgin.csv,0.0,0.825
swtfox.csv,0.0,0.635
aime.csv,0.0,0.0
mvdsv.csv,0.0,0.41500000000000004
japano.csv,0.9045000000000001,0.925
jitterbit.csv,0.0,0.5
encog-cs.csv,0.315,0.5349999999999999
red5.csv,0.5,0.5
co-ode-owl-plugins.csv,0.1945,0.585
exordium.csv,0.225,0.45
cornerstone.csv,0.268,0.5
