,0,1
qgis.csv,0.0,0.655
migen.csv,0.2915,0.41500000000000004
jsecurity.csv,0.25,0.5
jnode.csv,0.0,0.0
jhotdraw.csv,0.0,0.38
sidekar.csv,0.5355,0.67
emeraldemu.csv,0.0,0.64
emisview.csv,0.0,0.41500000000000004
autoopencas.csv,0.0,0.775
mcmc-jags.csv,1.0,1.0
fontforge.csv,0.0,0.5
badtrinity-zero.csv,0.0,0.56
cleartk.csv,0.6,0.9
delphilhlplib.csv,0.7335,0.8
mcore3d.csv,0.0,0.71
applet2app.csv,0.0,0.48
upp-mirror.csv,0.0,0.71
magicwars.csv,0.0,0.76
xbplayer.csv,0.5,0.625
zildo.csv,0.25,0.5
jython.csv,0.0,0.5
ildjit.csv,0.0,0.67
gbif-providertoolkit.csv,0.0,0.0
jfreereport.csv,0.0,0.28500000000000003
opennms.csv,0.4165,0.33
yield.csv,0.619,0.69
trackit.csv,0.5,0.675
freelords.csv,0.75,0.62
piccolo2d.csv,0.0,0.0
bochs.csv,0.0,0.53
intact.csv,0.667,0.33
htmlunit.csv,0.0,0.56
open-beos.csv,0.0,0.52
libopenmetaverse.csv,0.0,0.5
popeye-chess.csv,0.5,0.67
jbpm.csv,0.0,0.8
cities3d.csv,0.25,0.71
springside.csv,0.9,0.5
k3d.csv,0.0,0.5
kvs.csv,0.25,0.5
firebreath.csv,0.0,0.67
fltk.csv,0.0,0.64
bullet.csv,0.0,0.69
mobicents.csv,0.0,0.52
maya-work-in-progress.csv,0.667,0.5
betoffice.csv,0.9,0.55
scite-ru.csv,0.0,0.41500000000000004
ifmo-game-1.csv,0.0,0.0
qcad2.csv,0.6,0.6
xmemcached.csv,0.4165,0.5
ldview.csv,0.0,0.5
rohxel.csv,0.5,0.75
jpaul.csv,0.5,0.5
pfaedit.csv,0.0,0.7350000000000001
gbif-indexingtoolkit.csv,0.75,0.0
levent.csv,0.6,0.7
neodatis-odb.csv,0.667,0.41500000000000004
pidgin.csv,0.0,0.75
swtfox.csv,0.0,0.75
aime.csv,0.0,0.0
mvdsv.csv,0.0,1.0
japano.csv,0.7085,0.92
jitterbit.csv,0.0,0.665
encog-cs.csv,0.571,0.57
red5.csv,0.25,0.625
co-ode-owl-plugins.csv,1.0,1.0
exordium.csv,0.5,0.5
cornerstone.csv,0.225,0.55
