,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.23,0.5,0.36,0.02,0.32,0.47,0.56,0.53,0.49
ctrlr.csv,0.01,0.05,0.09,0.02,0.0,0.21,0.05,0.1,0.0
customsagetv.csv,0.0,0.05,0.0,0.05,0.1,0.01,0.02,0.0,0.25
glas.csv,0.36,0.48,0.39,0.16,0.17,0.25,0.0,0.17,0.25
octave.csv,0.0,0.27,0.48,0.18,0.25,0.1,0.09,0.53,0.71
tango-cs.csv,0.18,0.27,0.36,0.16,0.36,0.3,0.56,0.1,0.01
xcf.csv,0.75,0.61,0.75,0.65,0.47,0.83,0.42,0.03,0.42
xfce.csv,0.44,0.7,0.66,0.38,0.51,0.0,0.29,0.57,0.7
zildo.csv,0.2,0.0,0.11,0.35,0.31,0.42,0.16,0.1,0.17
