,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.28,0.35,0.59,0.8,0.28,0.5,0.4
javagroups.csv,0.8,0.27,0.57,0.57,0.72,0.32,1.0,0.4
jrefactory.csv,0.58,0.0,0.45,0.7,0.69,0.28,0.6,0.4
logicmail.csv,0.88,0.34,0.35,0.56,0.66,0.3,0.57,0.39
nodal.csv,0.59,0.12,0.47,0.59,0.76,0.58,0.0,0.42
soar.csv,0.62,0.33,0.53,0.62,0.67,0.27,0.76,0.34
taverna.csv,0.51,0.54,0.5,0.43,0.61,0.26,0.55,0.67
web-cat.csv,0.73,0.37,0.3,0.73,0.7,0.46,0.56,0.65
