,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.89,0.9,0.87,0.35,0.89,0.24,0.87
javagroups.csv,0.2,0.36,0.29,0.47,0.35,0.54,0.0,0.48
jrefactory.csv,1.0,0.08,0.18,0.42,0.44,0.92,0.76,0.84
logicmail.csv,0.2,0.98,1.0,1.0,0.97,0.83,0.52,0.87
nodal.csv,0.75,0.13,0.18,0.24,0.23,0.16,0.0,0.45
soar.csv,1.0,0.58,0.3,0.76,0.8,1.0,0.24,1.0
taverna.csv,0.85,0.3,0.19,0.21,0.64,0.76,0.4,0.1
web-cat.csv,0.35,0.49,0.67,0.08,0.62,0.21,0.92,0.26
