,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.6,0.86,0.53,0.83,0.82,0.62,0.85,1.0,0.61,0.76,0.25,0.91,0.62,0.68,0.72,0.9,0.94
bionote.csv,0.63,0.79,0.6,0.8,0.51,0.71,0.67,0.62,0.56,0.83,0.65,0.69,0.23,0.53,0.67,0.76,0.74
bullet.csv,0.96,0.62,0.65,0.85,0.64,0.74,0.4,0.67,0.81,0.59,0.71,0.62,1.0,0.63,0.88,1.11,0.68
dxengine.csv,1.0,0.52,0.86,0.92,0.49,1.18,0.72,0.74,1.0,0.64,0.74,0.55,0.89,0.98,0.82,0.81,0.67
emono.csv,0.72,0.69,0.68,0.92,0.83,1.01,0.87,0.58,0.89,0.83,0.91,0.86,0.97,0.77,0.76,1.01,0.52
findbugs.csv,0.55,0.5,0.45,0.82,0.62,0.81,0.59,0.58,0.57,0.63,0.72,0.66,0.79,0.59,0.61,1.1,0.7
hazelcast.csv,0.53,0.55,0.71,0.91,0.66,0.09,0.69,0.6,0.62,0.95,0.48,0.63,0.68,0.65,0.82,0.19,0.89
jedit.csv,0.39,0.49,0.81,0.91,0.66,1.0,0.69,0.64,0.78,0.81,0.7,0.75,0.77,0.55,0.81,0.21,0.98
jmonkeyengine.csv,0.96,0.8,0.82,0.76,0.75,0.91,0.73,0.81,0.41,0.71,0.99,0.98,0.49,0.69,0.7,1.15,0.85
kolmafia.csv,0.81,0.61,0.79,0.97,0.57,0.31,0.63,0.84,0.88,1.01,0.97,0.77,0.68,0.39,0.91,0.6,0.74
lamp.csv,0.46,0.4,0.71,0.67,0.45,0.47,0.69,0.75,0.64,0.75,0.64,0.75,0.5,0.78,0.77,0.48,0.93
lcfizvtop.csv,0.62,0.82,0.64,0.69,0.71,0.38,0.55,0.75,0.68,0.81,0.75,0.34,0.7,0.8,0.88,0.45,0.73
onotoa.csv,0.82,0.93,0.79,0.92,0.69,0.95,0.6,0.45,0.84,0.58,0.89,0.79,1.14,0.81,0.59,0.66,0.69
openintents.csv,0.95,0.98,0.84,0.49,0.88,0.48,0.79,0.8,0.96,0.78,0.67,0.93,0.98,0.84,0.98,1.05,0.78
qlc.csv,0.57,0.48,0.46,0.84,0.57,0.45,0.51,0.49,0.59,0.78,0.73,0.69,0.31,0.67,0.74,0.55,0.57
triplea.csv,0.52,0.52,0.37,0.94,0.67,0.6,0.65,0.6,0.6,0.77,0.62,0.58,0.91,0.82,0.68,0.16,0.69
