,recall,precision,pf,pci_20,ifa,wins
agilitybook.csv,0.355,0.245,0.295,0.645,4.0,6
alpine.csv,0.69,0.405,0.62,0.455,2.0,12
enzo.csv,0.915,0.37,0.83,0.385,4.5,5
flylinkdc.csv,0.77,0.44499999999999995,0.645,0.46,3.0,15
fw4spl.csv,0.38,0.28500000000000003,0.325,0.595,3.5,7
grisbi.csv,0.9,0.36,0.88,0.41,5.5,4
jcae.csv,0.225,0.49,0.11499999999999999,0.78,1.5,18
jcl.csv,0.455,0.4,0.295,0.585,1.0,17
libarchive.csv,0.815,0.375,0.6799999999999999,0.405,4.0,10
mimosa.csv,0.7649999999999999,0.415,0.625,0.5,4.0,14
n2cms.csv,0.73,0.36,0.6,0.39,2.0,8
nabu-library.csv,0.445,0.305,0.405,0.615,2.0,11
net-snmp.csv,0.655,0.29500000000000004,0.595,0.39,6.0,2
ossbuild.csv,0.395,0.45,0.235,0.825,2.0,19
quickfast.csv,0.815,0.43,0.655,0.41000000000000003,2.0,13
tcvp.csv,0.0,0.0,0.0,0.0,79.0,0
vdsf.csv,0.765,0.325,0.84,0.45,5.0,1
virtuoso.csv,0.88,0.42,0.9,0.425,1.0,9
xbrlapi.csv,0.14500000000000002,0.385,0.04,0.665,2.0,16
yarp.csv,0.235,0.115,0.21500000000000002,0.75,7.0,3
