,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,1.0,0.79,0.8,0.58,1.0,0.78,0.73,0.62,0.66,0.94,0.85,0.71,0.63,0.86,0.59,0.95,0.92,0.71,0.6,0.98
alpine.csv,0.6,0.47,0.78,0.52,1.0,0.69,0.52,0.7,1.0,0.98,0.76,0.39,0.82,1.0,0.91,0.85,0.91,0.5,0.97,0.99
enzo.csv,0.92,0.61,0.86,0.97,1.0,0.77,0.95,0.99,0.98,0.51,0.51,0.9,0.95,0.77,0.37,0.71,0.32,1.0,0.75,0.85
flylinkdc.csv,0.81,0.37,0.76,0.91,0.99,0.81,0.56,0.83,0.75,0.64,0.41,0.67,0.78,0.61,0.81,0.81,0.61,1.0,0.63,0.66
fw4spl.csv,0.76,0.74,0.77,0.67,0.7,0.75,0.74,0.51,0.87,0.95,0.59,0.79,0.79,0.81,0.75,0.74,0.54,0.61,0.69,0.59
grisbi.csv,0.76,0.72,0.84,0.9,1.0,0.75,0.95,0.97,0.86,1.0,0.25,0.7,0.84,0.97,0.99,0.84,1.0,1.0,1.01,0.62
jcae.csv,1.0,0.71,0.71,0.85,0.98,0.78,0.23,0.64,1.0,0.69,0.8,0.75,0.79,0.93,1.1,0.69,0.99,0.73,0.78,0.98
jcl.csv,0.58,0.7,0.54,0.68,0.98,0.65,0.69,0.63,0.9,0.69,0.79,0.68,0.86,0.8,0.46,0.93,0.72,0.52,0.67,0.61
libarchive.csv,0.65,0.55,0.77,0.75,0.49,0.8,0.91,0.93,0.85,0.95,0.32,0.79,0.7,0.84,0.95,0.66,0.43,1.0,0.73,0.41
mimosa.csv,0.94,0.47,0.63,0.73,0.99,0.89,0.59,0.82,0.79,0.28,0.7,0.77,0.91,0.75,0.34,0.46,0.56,0.49,0.95,0.85
n2cms.csv,0.72,0.7,0.7,0.6,0.52,0.46,0.77,0.71,0.88,0.83,0.45,0.76,0.79,0.68,0.69,0.66,0.87,0.81,0.48,0.67
nabu-library.csv,0.98,0.89,0.86,0.58,0.71,0.8,0.73,0.66,0.65,0.91,0.87,0.74,0.91,0.89,0.26,0.56,0.96,0.53,0.69,0.86
net-snmp.csv,0.46,0.94,0.8,0.62,0.99,0.79,0.8,0.63,0.89,0.9,0.58,0.66,0.75,0.66,1.04,0.63,0.71,0.86,0.56,0.45
ossbuild.csv,0.61,0.59,0.73,0.59,0.82,0.62,0.56,0.77,0.3,0.62,0.93,0.79,0.84,0.59,0.97,0.63,0.86,0.65,0.78,0.66
quickfast.csv,1.0,0.49,0.61,0.81,0.54,0.65,0.85,0.83,0.86,0.57,0.23,0.87,0.74,0.66,0.47,0.54,1.0,1.0,0.29,0.71
tcvp.csv,1.0,0.97,0.96,1.0,1.0,0.96,1.0,0.94,1.0,1.0,1.0,1.0,0.32,0.92,0.4,0.98,1.0,1.0,0.88,1.0
vdsf.csv,0.94,0.84,0.71,0.91,0.67,0.72,1.02,0.91,0.82,0.94,1.0,0.99,0.58,0.8,0.59,0.96,0.96,0.86,0.97,0.99
virtuoso.csv,1.0,0.9,0.84,0.98,0.94,0.87,0.99,0.86,0.97,0.98,1.0,1.0,1.0,0.73,0.95,0.53,1.0,0.91,0.81,0.84
xbrlapi.csv,0.95,0.79,0.46,0.95,1.0,0.66,0.71,0.77,0.97,0.5,0.52,0.75,1.0,0.92,1.07,1.0,0.91,0.89,0.85,1.0
yarp.csv,0.75,0.86,0.74,0.75,1.0,0.73,0.81,0.87,1.0,0.84,1.0,0.78,1.0,0.53,0.84,1.0,0.41,0.87,0.85,1.0
